title,type,year,genre,idOwner
Sweet Kill,Movie,1972,Thriller,tt0065424
Out 1: Spectre,Movie,1972,Thriller,tt0066192
Alta tensión,Movie,1972,Thriller,tt0066756
Condenados a vivir,Movie,1972,Thriller,tt0066939
Doña Macabra,Movie,1972,Thriller,tt0067015
Crawlspace,TV Movie,1972,Thriller,tt0066954
Demons of the Mind,Movie,1972,Thriller,tt0066982
Endless Night,Movie,1972,Thriller,tt0067052
Alexander Zwo,TV Series,1972,Thriller,tt0068034
Cerco de terror,Movie,1972,Thriller,tt0064143
Sweet Kill,Movie,1972,Thriller,tt0065424
Out 1: Spectre,Movie,1972,Thriller,tt0066192
Alta tensión,Movie,1972,Thriller,tt0066756
Condenados a vivir,Movie,1972,Thriller,tt0066939
Doña Macabra,Movie,1972,Thriller,tt0067015
Crawlspace,TV Movie,1972,Thriller,tt0066954
Demons of the Mind,Movie,1972,Thriller,tt0066982
Endless Night,Movie,1972,Thriller,tt0067052
Alexander Zwo,TV Series,1972,Thriller,tt0068034
A Scream in the Streets,Movie,1973,Thriller,tt0060951
No Place to Hide,Movie,1973,Thriller,tt0066156
Bust Out,Movie,1973,Thriller,tt0065574
Au rendez-vous de la mort joyeuse,Movie,1973,Thriller,tt0068236
El espectro del terror,Movie,1973,Thriller,tt0068547
Le silencieux,Movie,1973,Thriller,tt0069270
Testimone oculare,TV Episode,1973,Thriller,tt0069367
Mordi e fuggi,Movie,1973,Thriller,tt0068488
A Cold Night's Death,TV Movie,1973,Thriller,tt0068390
L'héritier,Movie,1973,Thriller,tt0068724
A Scream in the Streets,Movie,1973,Thriller,tt0060951
No Place to Hide,Movie,1973,Thriller,tt0066156
Bust Out,Movie,1973,Thriller,tt0065574
Au rendez-vous de la mort joyeuse,Movie,1973,Thriller,tt0068236
El espectro del terror,Movie,1973,Thriller,tt0068547
Le silencieux,Movie,1973,Thriller,tt0069270
Testimone oculare,TV Episode,1973,Thriller,tt0069367
Mordi e fuggi,Movie,1973,Thriller,tt0068488
A Cold Night's Death,TV Movie,1973,Thriller,tt0068390
L'héritier,Movie,1973,Thriller,tt0068724
A Scream in the Streets,Movie,1973,Thriller,tt0060951
No Place to Hide,Movie,1973,Thriller,tt0066156
Bust Out,Movie,1973,Thriller,tt0065574
Au rendez-vous de la mort joyeuse,Movie,1973,Thriller,tt0068236
El espectro del terror,Movie,1973,Thriller,tt0068547
Le silencieux,Movie,1973,Thriller,tt0069270
Testimone oculare,TV Episode,1973,Thriller,tt0069367
Mordi e fuggi,Movie,1973,Thriller,tt0068488
A Cold Night's Death,TV Movie,1973,Thriller,tt0068390
L'héritier,Movie,1973,Thriller,tt0068724
A Scream in the Streets,Movie,1973,Thriller,tt0060951
No Place to Hide,Movie,1973,Thriller,tt0066156
Bust Out,Movie,1973,Thriller,tt0065574
Au rendez-vous de la mort joyeuse,Movie,1973,Thriller,tt0068236
El espectro del terror,Movie,1973,Thriller,tt0068547
Le silencieux,Movie,1973,Thriller,tt0069270
Testimone oculare,TV Episode,1973,Thriller,tt0069367
Mordi e fuggi,Movie,1973,Thriller,tt0068488
A Cold Night's Death,TV Movie,1973,Thriller,tt0068390
L'héritier,Movie,1973,Thriller,tt0068724
Cinco mil dolares de recompensa,Movie,1974,Thriller,tt0068382
Los ojos azules de la muñeca rota,Movie,1974,Thriller,tt0069041
Dead of Night,Movie,1974,Thriller,tt0068457
Les seins de glace,Movie,1974,Thriller,tt0069243
L'ultimo uomo di Sara,Movie,1974,Thriller,tt0069435
Northeast of Seoul,Movie,1974,Thriller,tt0069022
Touch Me Not,Movie,1974,Thriller,tt0069241
Tie jin gang da po zi yang guan,Movie,1974,Thriller,tt0068904
Who Killed Lamb?,TV Movie,1974,Thriller,tt0069499
Un comisar acuzã,Movie,1974,Thriller,tt0069909
Cinco mil dolares de recompensa,Movie,1974,Thriller,tt0068382
Los ojos azules de la muñeca rota,Movie,1974,Thriller,tt0069041
Dead of Night,Movie,1974,Thriller,tt0068457
Les seins de glace,Movie,1974,Thriller,tt0069243
L'ultimo uomo di Sara,Movie,1974,Thriller,tt0069435
Northeast of Seoul,Movie,1974,Thriller,tt0069022
Touch Me Not,Movie,1974,Thriller,tt0069241
Tie jin gang da po zi yang guan,Movie,1974,Thriller,tt0068904
Who Killed Lamb?,TV Movie,1974,Thriller,tt0069499
Un comisar acuzã,Movie,1974,Thriller,tt0069909
Cinco mil dolares de recompensa,Movie,1974,Thriller,tt0068382
Los ojos azules de la muñeca rota,Movie,1974,Thriller,tt0069041
Dead of Night,Movie,1974,Thriller,tt0068457
Les seins de glace,Movie,1974,Thriller,tt0069243
L'ultimo uomo di Sara,Movie,1974,Thriller,tt0069435
Northeast of Seoul,Movie,1974,Thriller,tt0069022
Touch Me Not,Movie,1974,Thriller,tt0069241
Tie jin gang da po zi yang guan,Movie,1974,Thriller,tt0068904
Who Killed Lamb?,TV Movie,1974,Thriller,tt0069499
Un comisar acuzã,Movie,1974,Thriller,tt0069909
Cinco mil dolares de recompensa,Movie,1974,Thriller,tt0068382
Los ojos azules de la muñeca rota,Movie,1974,Thriller,tt0069041
Dead of Night,Movie,1974,Thriller,tt0068457
Les seins de glace,Movie,1974,Thriller,tt0069243
L'ultimo uomo di Sara,Movie,1974,Thriller,tt0069435
Northeast of Seoul,Movie,1974,Thriller,tt0069022
Touch Me Not,Movie,1974,Thriller,tt0069241
Tie jin gang da po zi yang guan,Movie,1974,Thriller,tt0068904
Who Killed Lamb?,TV Movie,1974,Thriller,tt0069499
Un comisar acuzã,Movie,1974,Thriller,tt0069909
El asesino no está solo,Movie,1975,Thriller,tt0069735
La comtesse perverse,Movie,1975,Thriller,tt0069930
La encadenada,Movie,1975,Thriller,tt0070031
Una libélula para cada muerto,Movie,1975,Thriller,tt0070312
Trip with the Teacher,Movie,1975,Thriller,tt0070834
Satanico Pandemonium: La Sexorcista,Movie,1975,Thriller,tt0070636
Poor Pretty Eddie,Movie,1975,Thriller,tt0070556
El asesino de muñecas,Movie,1975,Thriller,tt0071164
Juego sucio en Panamá,Movie,1975,Thriller,tt0071099
La chair de l'orchidée,Movie,1975,Thriller,tt0071297
El asesino no está solo,Movie,1975,Thriller,tt0069735
La comtesse perverse,Movie,1975,Thriller,tt0069930
La encadenada,Movie,1975,Thriller,tt0070031
Una libélula para cada muerto,Movie,1975,Thriller,tt0070312
Trip with the Teacher,Movie,1975,Thriller,tt0070834
Satanico Pandemonium: La Sexorcista,Movie,1975,Thriller,tt0070636
Poor Pretty Eddie,Movie,1975,Thriller,tt0070556
El asesino de muñecas,Movie,1975,Thriller,tt0071164
Juego sucio en Panamá,Movie,1975,Thriller,tt0071099
La chair de l'orchidée,Movie,1975,Thriller,tt0071297
El asesino no está solo,Movie,1975,Thriller,tt0069735
La comtesse perverse,Movie,1975,Thriller,tt0069930
La encadenada,Movie,1975,Thriller,tt0070031
Una libélula para cada muerto,Movie,1975,Thriller,tt0070312
Trip with the Teacher,Movie,1975,Thriller,tt0070834
Satanico Pandemonium: La Sexorcista,Movie,1975,Thriller,tt0070636
Poor Pretty Eddie,Movie,1975,Thriller,tt0070556
El asesino de muñecas,Movie,1975,Thriller,tt0071164
Juego sucio en Panamá,Movie,1975,Thriller,tt0071099
La chair de l'orchidée,Movie,1975,Thriller,tt0071297
El asesino no está solo,Movie,1975,Thriller,tt0069735
La comtesse perverse,Movie,1975,Thriller,tt0069930
La encadenada,Movie,1975,Thriller,tt0070031
Una libélula para cada muerto,Movie,1975,Thriller,tt0070312
Trip with the Teacher,Movie,1975,Thriller,tt0070834
Satanico Pandemonium: La Sexorcista,Movie,1975,Thriller,tt0070636
Poor Pretty Eddie,Movie,1975,Thriller,tt0070556
El asesino de muñecas,Movie,1975,Thriller,tt0071164
Juego sucio en Panamá,Movie,1975,Thriller,tt0071099
La chair de l'orchidée,Movie,1975,Thriller,tt0071297
El supermacho,Movie,1960,Fantasy,tt0052259
Darbuján a Pandrhola,Movie,1960,Fantasy,tt0052721
King Leonardo and His Short Subjects,TV Series,1960,Fantasy,tt0053515
Medved a strasidla,Movie,1960,Fantasy,tt0053056
Dinosaurus!,Movie,1960,Fantasy,tt0053768
La Llorona,Movie,1960,Fantasy,tt0051874
Gli amori di Ercole,Movie,1960,Fantasy,tt0053598
I baccanali di Tiberio,Movie,1960,Fantasy,tt0053623
La caperucita roja,Movie,1960,Fantasy,tt0053693
Kshudhita Pashan,Movie,1960,Fantasy,tt0054005
El supermacho,Movie,1960,Fantasy,tt0052259
Darbuján a Pandrhola,Movie,1960,Fantasy,tt0052721
King Leonardo and His Short Subjects,TV Series,1960,Fantasy,tt0053515
Medved a strasidla,Movie,1960,Fantasy,tt0053056
Dinosaurus!,Movie,1960,Fantasy,tt0053768
La Llorona,Movie,1960,Fantasy,tt0051874
Gli amori di Ercole,Movie,1960,Fantasy,tt0053598
I baccanali di Tiberio,Movie,1960,Fantasy,tt0053623
La caperucita roja,Movie,1960,Fantasy,tt0053693
Kshudhita Pashan,Movie,1960,Fantasy,tt0054005
El supermacho,Movie,1960,Fantasy,tt0052259
Darbuján a Pandrhola,Movie,1960,Fantasy,tt0052721
King Leonardo and His Short Subjects,TV Series,1960,Fantasy,tt0053515
Medved a strasidla,Movie,1960,Fantasy,tt0053056
Dinosaurus!,Movie,1960,Fantasy,tt0053768
La Llorona,Movie,1960,Fantasy,tt0051874
Gli amori di Ercole,Movie,1960,Fantasy,tt0053598
I baccanali di Tiberio,Movie,1960,Fantasy,tt0053623
La caperucita roja,Movie,1960,Fantasy,tt0053693
Kshudhita Pashan,Movie,1960,Fantasy,tt0054005
El supermacho,Movie,1960,Fantasy,tt0052259
Darbuján a Pandrhola,Movie,1960,Fantasy,tt0052721
King Leonardo and His Short Subjects,TV Series,1960,Fantasy,tt0053515
Medved a strasidla,Movie,1960,Fantasy,tt0053056
Dinosaurus!,Movie,1960,Fantasy,tt0053768
La Llorona,Movie,1960,Fantasy,tt0051874
Gli amori di Ercole,Movie,1960,Fantasy,tt0053598
I baccanali di Tiberio,Movie,1960,Fantasy,tt0053623
La caperucita roja,Movie,1960,Fantasy,tt0053693
Kshudhita Pashan,Movie,1960,Fantasy,tt0054005
El duende y yo,Movie,1961,Fantasy,tt0053786
Il ladro di Bagdad,Movie,1961,Fantasy,tt0054013
Ercole al centro della Terra,Movie,1961,Fantasy,tt0054850
Der bauer als millionär,Movie,1961,Fantasy,tt0054672
Alye parusa,Movie,1961,Fantasy,tt0054618
Chelovek niotkuda,Movie,1961,Fantasy,tt0054739
Surogat,Short,1961,Fantasy,tt0054854
Everything's Ducky,Movie,1961,Fantasy,tt0054860
Babes in Toyland,Movie,1961,Fantasy,tt0054649
Askeladden og de gode hjelperne,Short,1961,Fantasy,tt0054638
El duende y yo,Movie,1961,Fantasy,tt0053786
Il ladro di Bagdad,Movie,1961,Fantasy,tt0054013
Ercole al centro della Terra,Movie,1961,Fantasy,tt0054850
Der bauer als millionär,Movie,1961,Fantasy,tt0054672
Alye parusa,Movie,1961,Fantasy,tt0054618
Chelovek niotkuda,Movie,1961,Fantasy,tt0054739
Surogat,Short,1961,Fantasy,tt0054854
Everything's Ducky,Movie,1961,Fantasy,tt0054860
Babes in Toyland,Movie,1961,Fantasy,tt0054649
Askeladden og de gode hjelperne,Short,1961,Fantasy,tt0054638
El duende y yo,Movie,1961,Fantasy,tt0053786
Il ladro di Bagdad,Movie,1961,Fantasy,tt0054013
Ercole al centro della Terra,Movie,1961,Fantasy,tt0054850
Der bauer als millionär,Movie,1961,Fantasy,tt0054672
Alye parusa,Movie,1961,Fantasy,tt0054618
Chelovek niotkuda,Movie,1961,Fantasy,tt0054739
Surogat,Short,1961,Fantasy,tt0054854
Everything's Ducky,Movie,1961,Fantasy,tt0054860
Babes in Toyland,Movie,1961,Fantasy,tt0054649
Askeladden og de gode hjelperne,Short,1961,Fantasy,tt0054638
El duende y yo,Movie,1961,Fantasy,tt0053786
Il ladro di Bagdad,Movie,1961,Fantasy,tt0054013
Ercole al centro della Terra,Movie,1961,Fantasy,tt0054850
Der bauer als millionär,Movie,1961,Fantasy,tt0054672
Alye parusa,Movie,1961,Fantasy,tt0054618
Chelovek niotkuda,Movie,1961,Fantasy,tt0054739
Surogat,Short,1961,Fantasy,tt0054854
Everything's Ducky,Movie,1961,Fantasy,tt0054860
Babes in Toyland,Movie,1961,Fantasy,tt0054649
Askeladden og de gode hjelperne,Short,1961,Fantasy,tt0054638
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Fantasy,tt0053694
Baron Prásil,Movie,1962,Fantasy,tt0054665
De Titanen,Movie,1962,Fantasy,tt0054637
Frankestein el vampiro y compañía,Movie,1962,Fantasy,tt0054893
Diferente,Movie,1962,Fantasy,tt0054811
Dos años de vacaciones,Movie,1962,Fantasy,tt0055924
Mr. Peters' Pets,Movie,1962,Fantasy,tt0056257
Ulisse contro Ercole,Movie,1962,Fantasy,tt0055564
Five Weeks in a Balloon,Movie,1962,Fantasy,tt0055988
Eegah,Movie,1962,Fantasy,tt0055946
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Fantasy,tt0053694
Baron Prásil,Movie,1962,Fantasy,tt0054665
De Titanen,Movie,1962,Fantasy,tt0054637
Frankestein el vampiro y compañía,Movie,1962,Fantasy,tt0054893
Diferente,Movie,1962,Fantasy,tt0054811
Dos años de vacaciones,Movie,1962,Fantasy,tt0055924
Mr. Peters' Pets,Movie,1962,Fantasy,tt0056257
Ulisse contro Ercole,Movie,1962,Fantasy,tt0055564
Five Weeks in a Balloon,Movie,1962,Fantasy,tt0055988
Eegah,Movie,1962,Fantasy,tt0055946
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Fantasy,tt0053694
Baron Prásil,Movie,1962,Fantasy,tt0054665
De Titanen,Movie,1962,Fantasy,tt0054637
Frankestein el vampiro y compañía,Movie,1962,Fantasy,tt0054893
Diferente,Movie,1962,Fantasy,tt0054811
Dos años de vacaciones,Movie,1962,Fantasy,tt0055924
Mr. Peters' Pets,Movie,1962,Fantasy,tt0056257
Ulisse contro Ercole,Movie,1962,Fantasy,tt0055564
Five Weeks in a Balloon,Movie,1962,Fantasy,tt0055988
Eegah,Movie,1962,Fantasy,tt0055946
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Fantasy,tt0053694
Baron Prásil,Movie,1962,Fantasy,tt0054665
De Titanen,Movie,1962,Fantasy,tt0054637
Frankestein el vampiro y compañía,Movie,1962,Fantasy,tt0054893
Diferente,Movie,1962,Fantasy,tt0054811
Dos años de vacaciones,Movie,1962,Fantasy,tt0055924
Mr. Peters' Pets,Movie,1962,Fantasy,tt0056257
Ulisse contro Ercole,Movie,1962,Fantasy,tt0055564
Five Weeks in a Balloon,Movie,1962,Fantasy,tt0055988
Eegah,Movie,1962,Fantasy,tt0055946
Le gladiatrici,Movie,1963,Fantasy,tt0054382
Blbec z Xeenemunde,Movie,1963,Fantasy,tt0055802
Astro Boy,TV Series,1963,Fantasy,tt0056739
Der Bauer als Millionär,TV Movie,1963,Fantasy,tt0056858
Perseo l'invincibile,Movie,1963,Fantasy,tt0056343
Az prijde kocour,Movie,1963,Fantasy,tt0056844
Ercole contro Moloch,Movie,1963,Fantasy,tt0056950
Amanita Pestilens,Movie,1963,Fantasy,tt0056824
Ercole sfida Sansone,Movie,1963,Fantasy,tt0057036
The Outer Limits,TV Series,1963,Fantasy,tt0056777
Le gladiatrici,Movie,1963,Fantasy,tt0054382
Blbec z Xeenemunde,Movie,1963,Fantasy,tt0055802
Astro Boy,TV Series,1963,Fantasy,tt0056739
Der Bauer als Millionär,TV Movie,1963,Fantasy,tt0056858
Perseo l'invincibile,Movie,1963,Fantasy,tt0056343
Az prijde kocour,Movie,1963,Fantasy,tt0056844
Ercole contro Moloch,Movie,1963,Fantasy,tt0056950
Amanita Pestilens,Movie,1963,Fantasy,tt0056824
Ercole sfida Sansone,Movie,1963,Fantasy,tt0057036
The Outer Limits,TV Series,1963,Fantasy,tt0056777
Le gladiatrici,Movie,1963,Fantasy,tt0054382
Blbec z Xeenemunde,Movie,1963,Fantasy,tt0055802
Astro Boy,TV Series,1963,Fantasy,tt0056739
Der Bauer als Millionär,TV Movie,1963,Fantasy,tt0056858
Perseo l'invincibile,Movie,1963,Fantasy,tt0056343
Az prijde kocour,Movie,1963,Fantasy,tt0056844
Ercole contro Moloch,Movie,1963,Fantasy,tt0056950
Amanita Pestilens,Movie,1963,Fantasy,tt0056824
Ercole sfida Sansone,Movie,1963,Fantasy,tt0057036
The Outer Limits,TV Series,1963,Fantasy,tt0056777
Le gladiatrici,Movie,1963,Fantasy,tt0054382
Blbec z Xeenemunde,Movie,1963,Fantasy,tt0055802
Astro Boy,TV Series,1963,Fantasy,tt0056739
Der Bauer als Millionär,TV Movie,1963,Fantasy,tt0056858
Perseo l'invincibile,Movie,1963,Fantasy,tt0056343
Az prijde kocour,Movie,1963,Fantasy,tt0056844
Ercole contro Moloch,Movie,1963,Fantasy,tt0056950
Amanita Pestilens,Movie,1963,Fantasy,tt0056824
Ercole sfida Sansone,Movie,1963,Fantasy,tt0057036
The Outer Limits,TV Series,1963,Fantasy,tt0056777
La duquesa diabólica,Movie,1964,Fantasy,tt0057019
Glück und glas,TV Movie,1964,Fantasy,tt0057108
Dos caballeros de espada,Movie,1964,Fantasy,tt0057009
Pasi spre luna,Movie,1964,Fantasy,tt0057404
The Brass Bottle,Movie,1964,Fantasy,tt0057897
Bláznova kronika,Movie,1964,Fantasy,tt0057894
Return to Oz,TV Movie,1964,Fantasy,tt0057453
Carol for Another Christmas,TV Movie,1964,Fantasy,tt0057916
Bewitched,TV Series,1964,Fantasy,tt0057733
Baghi,Movie,1964,Fantasy,tt0057865
La duquesa diabólica,Movie,1964,Fantasy,tt0057019
Glück und glas,TV Movie,1964,Fantasy,tt0057108
Dos caballeros de espada,Movie,1964,Fantasy,tt0057009
Pasi spre luna,Movie,1964,Fantasy,tt0057404
The Brass Bottle,Movie,1964,Fantasy,tt0057897
Bláznova kronika,Movie,1964,Fantasy,tt0057894
Return to Oz,TV Movie,1964,Fantasy,tt0057453
Carol for Another Christmas,TV Movie,1964,Fantasy,tt0057916
Bewitched,TV Series,1964,Fantasy,tt0057733
Baghi,Movie,1964,Fantasy,tt0057865
La duquesa diabólica,Movie,1964,Fantasy,tt0057019
Glück und glas,TV Movie,1964,Fantasy,tt0057108
Dos caballeros de espada,Movie,1964,Fantasy,tt0057009
Pasi spre luna,Movie,1964,Fantasy,tt0057404
The Brass Bottle,Movie,1964,Fantasy,tt0057897
Bláznova kronika,Movie,1964,Fantasy,tt0057894
Return to Oz,TV Movie,1964,Fantasy,tt0057453
Carol for Another Christmas,TV Movie,1964,Fantasy,tt0057916
Bewitched,TV Series,1964,Fantasy,tt0057733
Baghi,Movie,1964,Fantasy,tt0057865
La duquesa diabólica,Movie,1964,Fantasy,tt0057019
Glück und glas,TV Movie,1964,Fantasy,tt0057108
Dos caballeros de espada,Movie,1964,Fantasy,tt0057009
Pasi spre luna,Movie,1964,Fantasy,tt0057404
The Brass Bottle,Movie,1964,Fantasy,tt0057897
Bláznova kronika,Movie,1964,Fantasy,tt0057894
Return to Oz,TV Movie,1964,Fantasy,tt0057453
Carol for Another Christmas,TV Movie,1964,Fantasy,tt0057916
Bewitched,TV Series,1964,Fantasy,tt0057733
Baghi,Movie,1964,Fantasy,tt0057865
Orgy of the Dead,Movie,1965,Fantasy,tt0054240
Cinderella,TV Movie,1965,Fantasy,tt0057950
Tintansón CruZoe,Movie,1965,Fantasy,tt0058662
The Atom Ant Show,TV Series,1965,Fantasy,tt0058789
Morozko,Movie,1965,Fantasy,tt0058374
I Dream of Jeannie,TV Series,1965,Fantasy,tt0058815
Lost in Space,TV Series,1965,Fantasy,tt0058824
Obyknovennoe chudo,Movie,1965,Fantasy,tt0058423
My Mother the Car,TV Series,1965,Fantasy,tt0058830
Hercules and the Princess of Troy,TV Movie,1965,Fantasy,tt0059262
Orgy of the Dead,Movie,1965,Fantasy,tt0054240
Cinderella,TV Movie,1965,Fantasy,tt0057950
Tintansón CruZoe,Movie,1965,Fantasy,tt0058662
The Atom Ant Show,TV Series,1965,Fantasy,tt0058789
Morozko,Movie,1965,Fantasy,tt0058374
I Dream of Jeannie,TV Series,1965,Fantasy,tt0058815
Lost in Space,TV Series,1965,Fantasy,tt0058824
Obyknovennoe chudo,Movie,1965,Fantasy,tt0058423
My Mother the Car,TV Series,1965,Fantasy,tt0058830
Hercules and the Princess of Troy,TV Movie,1965,Fantasy,tt0059262
Orgy of the Dead,Movie,1965,Fantasy,tt0054240
Cinderella,TV Movie,1965,Fantasy,tt0057950
Tintansón CruZoe,Movie,1965,Fantasy,tt0058662
The Atom Ant Show,TV Series,1965,Fantasy,tt0058789
Morozko,Movie,1965,Fantasy,tt0058374
I Dream of Jeannie,TV Series,1965,Fantasy,tt0058815
Lost in Space,TV Series,1965,Fantasy,tt0058824
Obyknovennoe chudo,Movie,1965,Fantasy,tt0058423
My Mother the Car,TV Series,1965,Fantasy,tt0058830
Hercules and the Princess of Troy,TV Movie,1965,Fantasy,tt0059262
Orgy of the Dead,Movie,1965,Fantasy,tt0054240
Cinderella,TV Movie,1965,Fantasy,tt0057950
Tintansón CruZoe,Movie,1965,Fantasy,tt0058662
The Atom Ant Show,TV Series,1965,Fantasy,tt0058789
Morozko,Movie,1965,Fantasy,tt0058374
I Dream of Jeannie,TV Series,1965,Fantasy,tt0058815
Lost in Space,TV Series,1965,Fantasy,tt0058824
Obyknovennoe chudo,Movie,1965,Fantasy,tt0058423
My Mother the Car,TV Series,1965,Fantasy,tt0058830
Hercules and the Princess of Troy,TV Movie,1965,Fantasy,tt0059262
Fata/Morgana,Movie,1966,Fantasy,tt0059172
Derek Flint 1e Klas-6eDan,Movie,1966,Fantasy,tt0059557
El planeta de las mujeres invasoras,Movie,1966,Fantasy,tt0059604
The Naked World of Harrison Marks,Movie,1966,Fantasy,tt0059495
Il Natale che quasi non fu,Movie,1966,Fantasy,tt0059032
Dark Shadows,TV Series,1966,Fantasy,tt0059978
Gigantes planetarios,Movie,1966,Fantasy,tt0059222
How the Grinch Stole Christmas!,TV Short,1966,Fantasy,tt0060345
Alice in Wonderland,TV Movie,1966,Fantasy,tt0060089
Amrapali,Movie,1966,Fantasy,tt0060104
Fata/Morgana,Movie,1966,Fantasy,tt0059172
Derek Flint 1e Klas-6eDan,Movie,1966,Fantasy,tt0059557
El planeta de las mujeres invasoras,Movie,1966,Fantasy,tt0059604
The Naked World of Harrison Marks,Movie,1966,Fantasy,tt0059495
Il Natale che quasi non fu,Movie,1966,Fantasy,tt0059032
Dark Shadows,TV Series,1966,Fantasy,tt0059978
Gigantes planetarios,Movie,1966,Fantasy,tt0059222
How the Grinch Stole Christmas!,TV Short,1966,Fantasy,tt0060345
Alice in Wonderland,TV Movie,1966,Fantasy,tt0060089
Amrapali,Movie,1966,Fantasy,tt0060104
Fata/Morgana,Movie,1966,Fantasy,tt0059172
Derek Flint 1e Klas-6eDan,Movie,1966,Fantasy,tt0059557
El planeta de las mujeres invasoras,Movie,1966,Fantasy,tt0059604
The Naked World of Harrison Marks,Movie,1966,Fantasy,tt0059495
